EK,UK,UUK,Kennzeichen,Klassendefinition,Klassenname,Beispiele,Target
B,BG,BGE,BGE,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Skalarausgang",Winkelmesswertgeber,Positions-messwertgeber,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Skalarausgang"
B,BG,BGE,BGE,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Skalarausgang",Winkelmesswertgeber,Positions-messwertgeber,Winkelmesswertgeber
B,BG,BGE,BGE,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Skalarausgang",Winkelmesswertgeber,Positions-messwertgeber,Positions-messwertgeber
B,BG,BGE,BGE,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Skalarausgang",Winkelmesswertgeber,Positionssensor,Positionssensor
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Positionssensor,Positionssensor
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Positionssensor,Winkelschalter
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Positionssensor,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Radar,Radar
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Radar,Winkelschalter
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Radar,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Ausrichtungsschwellendetektor,Ausrichtungsschwellendetektor
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Ausrichtungsschwellendetektor,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Ausrichtungsschwellendetektor,Winkelschalter
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Bewegungsdetektor,Winkelschalter
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Bewegungsdetektor,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Bewegungs-sensor (PIR),Bewegungs-sensor (PIR)
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Bewegungs-sensor (PIR),Winkelschalter
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Bewegungs-sensor (PIR),"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Präsenzdetektor,Präsenzdetektor
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Präsenzdetektor,Winkelschalter
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Präsenzdetektor,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang"
B,BG,BGF,BGF,"Objekt zur Erkennung physikalischer Dimensionen für Winkel oder Richtungen, mit Booleschem Ausgang",Winkelschalter,Bewegungsdetektor,Bewegungsdetektor
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,Laserscanner,Objektscanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,Laserscanner,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,Koordinatenscanner,Koordinatenscanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,Koordinatenscanner,Objektscanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,Koordinatenscanner,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,2D-Scanner,Objektscanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,3D-Scanner,Objektscanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,3D-Scanner,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,2D-Scanner,2D-Scanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,2D-Scanner,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,Laserscanner,Laserscanner
B,BG,BGG,BGG,Objekt zur Erkennung physikalischer Dimensionen für physikalische Objekte,Objektscanner,3D-Scanner,3D-Scanner
B,BH,,BH,Erkennungsobjekt für Energie,Energieerkennungsobjekt,,Energieerkennungsobjekt
B,BH,,BH,Erkennungsobjekt für Energie,Energieerkennungsobjekt,,Erkennungsobjekt für Energie
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Kühlungsengergie-Messgerät,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Energiezähler,Energiezähler
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Energiezähler,Durchflussenergiemessgerät
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Energiezähler,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Energiesensor,Durchflussenergiemessgerät
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Energiesensor,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Energiesensor,Energiesensor
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Gasenergiezähler,Durchflussenergiemessgerät
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Gasenergiezähler,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Kühlungsengergie-Messgerät,Kühlungsengergie-Messgerät
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Kühlungsengergie-Messgerät,Durchflussenergiemessgerät
B,BH,BHA,BHA,Energieerkennungsobjekt für Durchflüsse mit einer definierten Energiedichte,Durchflussenergiemessgerät,Gasenergiezähler,Gasenergiezähler
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energieküh-lungsmessgerät,Wärmeenergiemessgerät
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Kondensatsensor,Wärmeenergiemessgerät
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Kondensatsensor,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energieküh-lungsmessgerät,Energieküh-lungsmessgerät
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energieküh-lungsmessgerät,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energiesensor,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energiezähler,Wärmeenergiemessgerät
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energiezähler,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energiesensor,Energiesensor
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energiesensor,Wärmeenergiemessgerät
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Kondensatsensor,Kondensatsensor
B,BH,BHB,BHB,Energieerkennungsobjekt für thermische Durchflüsse mit einer definierten Wärmekapazität,Wärmeenergiemessgerät,Energiezähler,Energiezähler
B,BH,BHC,BHC,Energieerkennungsobjekt für Stromflüsse,Stromflussmessgerät,kWh-Sensor,kWh-Sensor
B,BH,BHC,BHC,Energieerkennungsobjekt für Stromflüsse,Stromflussmessgerät,kWh-Sensor,Energieerkennungsobjekt für Stromflüsse
B,BH,BHC,BHC,Energieerkennungsobjekt für Stromflüsse,Stromflussmessgerät,kWh-Sensor,Stromflussmessgerät
B,BJ,,BJ,Erkennungsobjekt für Leistung,Leistungserkennungsobjekt,,Erkennungsobjekt für Leistung
B,BJ,,BJ,Erkennungsobjekt für Leistung,Leistungserkennungsobjekt,,Leistungserkennungsobjekt
B,BJ,BJA,BJA,"Leistungserkennungsobjekt, mit Skalarausgang",Leistungsmessgerät,kW-Zähler,"Leistungserkennungsobjekt, mit Skalarausgang"
B,BJ,BJA,BJA,"Leistungserkennungsobjekt, mit Skalarausgang",Leistungsmessgerät,kW-Zähler,Leistungsmessgerät
B,BJ,BJA,BJA,"Leistungserkennungsobjekt, mit Skalarausgang",Leistungsmessgerät,kW-Zähler,kW-Zähler
B,BJ,BJB,BJB,"Leistungserkennungsobjekt, mit Booleschem Ausgang",Leistungsbegrenzungsschalter,,"Leistungserkennungsobjekt, mit Booleschem Ausgang"
B,BJ,BJB,BJB,"Leistungserkennungsobjekt, mit Booleschem Ausgang",Leistungsbegrenzungsschalter,,Leistungsbegrenzungsschalter
B,BK,,BK,Erkennungsobjekt für Zeit,Zeiterkennungsobjekt,,Erkennungsobjekt für Zeit
B,BK,,BK,Erkennungsobjekt für Zeit,Zeiterkennungsobjekt,,Zeiterkennungsobjekt
B,BK,BKA,BKA,"Zeiterkennungsobjekt, mit Skalarausgang",Zeitmessgerät,Zeitinformationsgerät,Zeitmessgerät
B,BK,BKA,BKA,"Zeiterkennungsobjekt, mit Skalarausgang",Zeitmessgerät,Uhr,Uhr
B,BK,BKA,BKA,"Zeiterkennungsobjekt, mit Skalarausgang",Zeitmessgerät,Uhr,Zeitmessgerät
B,BK,BKA,BKA,"Zeiterkennungsobjekt, mit Skalarausgang",Zeitmessgerät,Zeitinformationsgerät,"Zeiterkennungsobjekt, mit Skalarausgang"
B,BK,BKA,BKA,"Zeiterkennungsobjekt, mit Skalarausgang",Zeitmessgerät,Zeitinformationsgerät,Zeitinformationsgerät
B,BK,BKA,BKA,"Zeiterkennungsobjekt, mit Skalarausgang",Zeitmessgerät,Uhr,"Zeiterkennungsobjekt, mit Skalarausgang"
B,BK,BKB,BKB,"Zeiterkennungsobjekt, mit Booleschem Ausgang",Zeitschalter,Zeitzähler,"Zeiterkennungsobjekt, mit Booleschem Ausgang"
B,BK,BKB,BKB,"Zeiterkennungsobjekt, mit Booleschem Ausgang",Zeitschalter,Zeitzähler,Zeitschalter
B,BK,BKB,BKB,"Zeiterkennungsobjekt, mit Booleschem Ausgang",Zeitschalter,Zeitzähler,Zeitzähler
B,BL,,BL,Erkennungsobjekt für Füllstand,Füllstandserkennungsobjekt,,Erkennungsobjekt für Füllstand
B,BL,,BL,Erkennungsobjekt für Füllstand,Füllstandserkennungsobjekt,,Füllstandserkennungsobjekt
B,BL,BLA,BLA,"Füllstandserkennungsobjekt, mit Skalarausgang",Füllstandsmesswertgeber,Flüssigkeitsstandsensor,Füllstandsmesswertgeber
B,BL,BLA,BLA,"Füllstandserkennungsobjekt, mit Skalarausgang",Füllstandsmesswertgeber,Flüssigkeitsstandsensor,Flüssigkeitsstandsensor
B,BL,BLA,BLA,"Füllstandserkennungsobjekt, mit Skalarausgang",Füllstandsmesswertgeber,Flüssigkeitsstandsensor,"Füllstandserkennungsobjekt, mit Skalarausgang"
B,BL,BLA,BLA,"Füllstandserkennungsobjekt, mit Skalarausgang",Füllstandsmesswertgeber,Füllstandsensor,Füllstandsensor
B,BL,BLA,BLA,"Füllstandserkennungsobjekt, mit Skalarausgang",Füllstandsmesswertgeber,Füllstandsensor,Füllstandsmesswertgeber
B,BL,BLA,BLA,"Füllstandserkennungsobjekt, mit Skalarausgang",Füllstandsmesswertgeber,Füllstandsensor,"Füllstandserkennungsobjekt, mit Skalarausgang"
B,BL,BLB,BLB,"Füllstandserkennungsobjekt, mit Booleschem Ausgang",Füllstandschalter,Flüssigkeitsstandschalter,"Füllstandserkennungsobjekt, mit Booleschem Ausgang"
B,BL,BLB,BLB,"Füllstandserkennungsobjekt, mit Booleschem Ausgang",Füllstandschalter,Flüssigkeitsstandschalter,Füllstandschalter
B,BL,BLB,BLB,"Füllstandserkennungsobjekt, mit Booleschem Ausgang",Füllstandschalter,Flüssigkeitsstandschalter,Flüssigkeitsstandschalter
B,BM,,BM,Erkennungsobjekt für Feuchte,Feuchteerkennungsobjekt,,Erkennungsobjekt für Feuchte
B,BM,,BM,Erkennungsobjekt für Feuchte,Feuchteerkennungsobjekt,,Feuchteerkennungsobjekt
B,BM,BMA,BMA,"Feuchteerkennungsobjekt, mit Skalarausgang",Feuchtemesswertgeber,Feuchte-Messfühler,"Feuchteerkennungsobjekt, mit Skalarausgang"
B,BM,BMA,BMA,"Feuchteerkennungsobjekt, mit Skalarausgang",Feuchtemesswertgeber,Feuchte-Messfühler,Feuchtemesswertgeber
B,BM,BMA,BMA,"Feuchteerkennungsobjekt, mit Skalarausgang",Feuchtemesswertgeber,Feuchte-Messfühler,Feuchte-Messfühler
B,BM,BMB,BMB,"Feuchteerkennungsobjekt, mit Booleschem Ausgang",Feuchteschalter,Feuchte-Messfühler,Feuchte-Messfühler
B,BM,BMB,BMB,"Feuchteerkennungsobjekt, mit Booleschem Ausgang",Feuchteschalter,Feuchte-Messfühler,"Feuchteerkennungsobjekt, mit Booleschem Ausgang"
B,BM,BMB,BMB,"Feuchteerkennungsobjekt, mit Booleschem Ausgang",Feuchteschalter,Feuchte-Messfühler,Feuchteschalter
B,BP,,BP,Erkennungsobjekt für Druck,Druckerkennungsobjekt,,Erkennungsobjekt für Druck
B,BP,,BP,Erkennungsobjekt für Druck,Druckerkennungsobjekt,,Druckerkennungsobjekt
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Druckwächter,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang"
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Manometer,Manometer
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Manometer,Absolutdruckmesswertgeber
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Manometer,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang"
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Druckwächter,Druckwächter
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Druckwächter,Absolutdruckmesswertgeber
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Drucksensor,Absolutdruckmesswertgeber
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Drucksensor,Drucksensor
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Druckaufnehmer,Druckaufnehmer
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Druckaufnehmer,Absolutdruckmesswertgeber
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Druckaufnehmer,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang"
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Absolutdrucksensor,Absolutdrucksensor
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Absolutdrucksensor,Absolutdruckmesswertgeber
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Absolutdrucksensor,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang"
B,BP,BPA,BPA,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang",Absolutdruckmesswertgeber,Drucksensor,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Skalarausgang"
B,BP,BPB,BPB,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Booleschem Ausgang",Absolutdruckschalter,Druckschalter,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Booleschem Ausgang"
B,BP,BPB,BPB,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Booleschem Ausgang",Absolutdruckschalter,Druckschalter,Absolutdruckschalter
B,BP,BPB,BPB,"Druckerkennungsobjekt, das einen Anschluss zur Erkennung des absoluten Drucks verwendet, mit Booleschem Ausgang",Absolutdruckschalter,Druckschalter,Druckschalter
